Cliente;Regional;Designação;Descrição;Serviço;Banda Contratada;Banda Ativada;OS Ativação;Data OS;Tipo OS;Data Ativação;Contrato;Aditivo;Estação Ponta A;Estação Ponta B;Valor;Previsão;Status;Último Evento;Observação
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;RRL3000001;SEBRAE - BOA VISTA;L3;20;0;0296/2016/DC/4600;04/05/2016;Contrato;;;;desconhecido;desconhecido;R$ 8.353,00 ;22/02/2017;instalação;pend. implantação;"15/08/2016 - Verificando viabilidade de EILD com fornecedor Globenet
11/08/2016 - Verificando viabilidade de EILD com fornecedor Globenet.
08/08/2016 - Verificando viabilidade de EILD com fornecedor Globenet
01/08/2016 - Verificando viabilidade de EILD com fornecedor Globenet
25/07/2016 - Verificando viabilidade de EILD com fornecedor Globenet
18/07/2016 - Em viabilidade com fornecedor de EILD. Região é atendida somente pela OI.
12/07/2016 - Em viabilidade com fornecedor de EILD.
05/07/2016 - Em viabilidade com fornecedor de EILD.
27/06/2016 - Em viabilidade com fornecedor de EILD.
14/06/2016 - Em contratação do fornecedor de EILD, previsto retorno até 30/06.
07/06/2016 - Em contratação do fornecedor de EILD
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;RSL3000003;SEBRAE - PORTO ALEGRE;L3;20;0;0297/2016/DC/4600;04/05/2016;Contrato;;;;RSPAE0PM002;desconhecido;R$ 5.113,00 ;01/08/2016;instalação;pend. implantação;"15/08/2016 - Em recusa por parte da Procergs será necessário novo projeto e protocolo no IFAN, prazo mínimo de 90 dias para licenciamento.
08/08/2016 - Projeto foi entregue. Telebras deverá conseguir um par de fibra com a Procergues.
25/07/2016 -  Projeto em elaboração, previsão ate 27/07
18/07/2016 - Vistoria realizada em 22/06/2016. OK - Projeto entregue em 05/07/2016, OK deverá ser mandado projeto para Telebras DF  para pegar assinatura do gestor. Previsão de chegada no dia 20/07.
12/07/2016 - Vistoria realizada em 22/06/2016. Projeto entregue em 05/07/2016, deverá ser mandado projeto para Telebras DF  para pegar assinatura do gestor.
05/07/2016 - Vistoria realizada em 22/06/2016. Projeto entregue em 05/07/2016, deverá ser mandado projeto para Telebras DF  para pegar assinatura do gestor.
27/06/2016 - Vistoria realizada em 22/06/2016. Previsão de entrega até 05/07/2016.
14/06/2016: Em agendamento de vistora previsto para até 22/06.
07/06/2016 - Em agendamento de vistoria para elaboração de projeto
30/05/2016 - Em agendamento de vistoria para elaboração de projeto
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;SCL3000003;SEBRAE - FLORIANOPOLIS;L3;20;0;0298/2016/DC/4600;04/05/2016;Contrato;;;;desconhecido;desconhecido;R$ 5.113,00 ;14/07/2016;instalação;pend. implantação;"15/08/2016 - Aguardando agendamento de vistoria pelo CIASC.
11/08/2016 - Aguardando agendamento de vistoria pelo CIASC.
01/08/2016 - Vistoria pela CIASC até 05/08.
25/07/2016 - Vistoria realizada, aguardando PPI. Previsão 29/07
18/07/2016 - Em agendamento de vistoria com fornecedor até 22/07.
12/07/2016 - Previsto protocolo para obtenção do licenciamento junto a SELESC para o dia 13/07.
05/06/2016 - Vistoria realizada em 21/06/2016. Previsão de entrega até 05/07/2016
27/06/2016 - Vistoria realizada em 22/06/2016. Empresa Teleperformance. Previsão de entrega do projeto para 05/07/2016.
14/06/2016: Em agendamento de vistoria previsto para até 22/06.
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
05/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;SEL3000003;SEBRAE - ARACAJU;L3;20;0;0299/2016/DC/4600;04/05/2016;Contrato;;;;SESCV0TR001;desconhecido;R$ 5.113,00 ;15/07/2016;instalação;pend. implantação;"15/08/2016 - Previsão inicio de obra dia 29/08. Previsão de término 20/09.
08/08/2016 - Confirmado protocolo em 15/07. D+35, provavelmente 20/08
25/07/2016 - Previsto protocolo para 27/07
18/07/2016 - Previsto protocolo para obtenção do licenciamento junto a concessionária de energia local para o dia 18/07.
12/07/2016 - Previsto protocolo para obtenção do licenciamento junto a concessionária de energia local para o dia 18/07
05/07/2016 - Vistoria agendada para 07/07/2016 - Projeto previsto para 11/07/ Empresa Fibrax.
27/06/2016 - Vistoria agendada para 07/07/2016 - Empresa Fibrax 
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
06/05/2016 - Enviadas OS e VTA para Engenharia"
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;SPL3000006;SEBRAE - PARAÍSO;L3;20;0;0300/2016/DC/4600;04/05/2016;Contrato;;;;desconhecido;desconhecido;R$ 5.113,00 ;00/00/0000;instalação;pend. implantação;"15/08/2016 - Obra concluída em 06/08, teste RFC para 16/08
11/08/2016 - Obra concluída em 06/08, teste RFC para 16/08.
08/08/2016 - Obra concluída em 06/08, teste RFC para 10/08.
01/08/2016 - Em obra, previsto conclusão do acesso até 05/08.
25/07/2016 - PPI aprovado pelo cliente, aguardando o envio dos contatos técnicos do fornecedor para inicio das atividades.
18/07/2016 -  Ponta cliente: Aguardando cliente aprovar PPI, enviado em 07/07 -  Ponta Telebras, agregador instalado, porém finalização da instalação agendada p/ 22/07.
15/07/2016 -  Ponta cliente acesso concluído, com CPE instalado - Ponta Telebras, previsto conclusão da instalação do SWT agregador do fornecedor de EILD para 15/07, fornecedor teve imprevistos com inversor de alimentação do SWT, equipe de operação irá acompanhar a instalação já com o equipamento de testes para realizar a ativação do ccto.
12/07/2016 - Ponta cliente: Aguardando cliente aprovar PPI, enviado em 07/07 -  Ponta Telebras, previsto instalação do SWT agregador Americanet para até 13/07.
07/07/2016 - Ponta cliente - Em obra rede externa, aguardando cliente aprovar PPI para início da obra interna. Ponta Telebras - Em obra, previsto conclusão para 12/07.
05/07/2016 - PPI entregue em 05/07, em análise pelo cliente.
27/06/2016 - Em agendamento de vistoria.
20/06/2016 - Em agendamento de vistoria previsto para até 24/06.
14/06/2016: Em assinatura do contrato pela Telebras com o fornecedor de EILD, previsto para 14/06 (Americanet) - Em fechamento de cronograma de vistoria junto ao fornecedor de EILD.
13/06/2016: Em assinatura do contrato pela Telebras com o fornecedor de EILD, previsto para 14/06 (Americanet)
30/05/2016 - Em contratação do fornecedor de EILD
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
06/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;SPL3000007;SEBRAE - AV.PAULISTA;L3;20;20;0301/2016/DC/4600;04/05/2016;Contrato;27/07/2016;;;SPGRS0PP001;desconhecido;R$ 5.113,00 ;00/00/0000;operação;ativado;27/07/2016 - Circuito ativado e validado pelo cliente.
SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;Governo;TOL3000005;SEBRAE - PALMAS;L3;20;0;0287/2016/DC/4600;04/05/2016;Contrato;;;;TOPMJ0TR001;desconhecido;R$ 4.515,75 ;15/07/2016;instalação;pend. implantação;"15/08/2016 - PPI aprovado, inicio da instalação 12/08, término até 19/08.
11/08/2016 - PPI aprovado, inicio da instalação 12/08, término até 19/08.
08/08/2016 - Vistoria realizada, aguardando PPI do fornecedor de EILD para até 08/08.
01/08/2016 - Vistoria realizada, aguardando PPI do fornecedor de EILD para até 05/08.
25/07/2016 - Agendado vistoria para 28/07 com a empresa EXPNET
18/07/2016 - Em contratação do fornecedor de EILD, previsto para até 22/07.
12/07/2016 - Em contratação do fornecedor de EILD, previsto para até 15/07
05/07/2016 - Em agendamento de vistoria. Previsão até 08/07
27/06/2016 - Em viabilidade com atendimento por EILD.
20/06/2016 - Vistoria realizada em 17/06, aguardando projeto.
14/06/2016: Contrato com fornecedor de FO, em lançamento no SAP para emissão de PC, aguardando cronograma de conclusão. Em fechamento com o fornecedor para inicio das vistorias, cronograma será disponibilizado até 24/06.
07/06/2016 - Em agendamento de vistoria, atendimento via rádio Telebras
30/05/2016 - Em agendamento de vistoria, atendimento via rádio Telebras
23/05/2016 - Em viabilidade com fornecedor de EILD.
16/05/2016 - Em viabilidade com fornecedor de EILD.
06/05/2016 - Enviadas OS e VTA para Engenharia."
SERVIÇO FLORESTAL BRASILEIRO;Governo;DFL3000038;SFB - BRASILIA;L3;30;0;0605/2016/DC/4600;19/07/2016;Contrato;;;;desconhecido;desconhecido;R$ 9.334,59 ;00/00/0000;instalação;pend. implantação;20/07/2016 - Enviada OS e VTA para Engenharia
SERVIÇO FLORESTAL BRASILEIRO;Governo;PAL3000005;SFB - SANTAREM;L3;10;0;0606/2016/DC/4600;19/07/2016;Contrato;;;;desconhecido;desconhecido;R$ 4.234,23 ;00/00/0000;instalação;pend. implantação;19/07/2016 - Enviada OS e VTA para Engenharia
SERVIÇO FLORESTAL BRASILEIRO;Governo;PRL3000004;SFB - CURITIBA;L3;10;0;0607/2016/DC/4600;19/07/2016;Contrato;;;;desconhecido;desconhecido;R$ 4.218,14 ;00/00/0000;instalação;pend. implantação;19/07/2016 - Enviada OS e VTA para Engenharia.
SERVIÇO FLORESTAL BRASILEIRO;Governo;RNL3000003;SFB - NATAL;L3;10;0;0608/2016/DC/4600;19/07/2016;Contrato;;;;desconhecido;desconhecido;R$ 4.234,23 ;00/00/0000;instalação;pend. implantação;19/07/2016 - Enviada OS e VTA para Engenharia
SERVIÇO FLORESTAL BRASILEIRO;Governo;ROL3000004;SFB - PORTO VELHO;L3;10;0;0609/2016/DC/4600;19/07/2016;Contrato;;;;desconhecido;desconhecido;R$ 4.234,23 ;00/00/0000;instalação;pend. implantação;19/07/2016 - Enviada Os e VTA para Engenharia
SERVIÇOS DE COMUNICAÇÕES LTDA;Brasília;TOBL000014;MUITO MAIS;BL;100;100;0144/2012/DC/4600;26/02/2013;Contrato;23/07/2013;4500/127/2012;1;TOARN0PP001;TOARN0TR010;R$ 11.250,00 ;00/00/0000;operação;alteração para AS;"14/12/2015 - Concluída a ativação do BGP do cliente.
13/10/2015 - Alteração de Rota Estática para BGP"
SETE TELECOM LTDA;;TOBL000005;7CON (ANTIGA AMÉRICA TELECOM);BL;0;0;09/04/13 - Cliente Altero;00/00/0000;Contrato;18/09/2012;;;TOCGO0PP001;TOCGO0PP001;R$ 0,00 ;00/00/0000;desativado;desativado;OS - 01472/2014/DC/4600
SILVEIRA & ZIQUINATTI LTDA;;RSBL000010;SILVEIRA & ZIQUINATTI;BL;100;100;0025/2016/DC/4600;12/01/2016;Contrato;01/03/2016;;;desconhecido;desconhecido;R$ 5.359,00 ;11/03/2016;operação;ativado;01/03/2016 - Cliente ativado.
SILVEIRA & ZIQUINATTI LTDA;;RSP2000004;SILVEIRA & ZIQUINATTI SÃO LUIZ GONZAGA-BARUERI;P2;100;0;0151/2016/DC/4600;29/02/2016;Contrato;;;;desconhecido;desconhecido;R$ 3.100,00 ;02/05/2016;instalação;pend. implantação;02/08/2016 - Será fornecido pela Telebras 2 placas de 10G, estas serão sobras da atividade que será executada pela ELS em Campinas
SILVEIRA & ZIQUINATTI LTDA;;RSP2ES0004;SILVEIRA & ZIQUINATTI;P2;200;200;0442/2016/DC/4600;01/06/2016;Contrato;01/04/2016;4770/015/2016;;RSGTI0PP002;RSPAE0PM003;R$ 5.146,00 ;01/06/2016;operação;ativado;"NOC deverá abrir reclamação direto na Eletrosul caso o cliente abra reclamação de incidente, porque o circuito não passa pela Telebras.

Área Comercial considerar data de ativação de 01/04/2016 para migração da responsabilidade Telebras."
SIMONET PROVIDER TELECOMUNICAÇÕES LTDA - ME ;;ESBL000002;SIMONET PROVIDER;BL;300;300;01617/2015/DC/4760;27/03/2015;Contrato;21/08/2015;;;ESSMT0PP001;desconhecido;R$ 14.349,00 ;30/04/2015;operação;upgrade;19/11 - Ampliação executada para 300 Mbps.
SINALNET REDES DE COMUNICAÇÕES LTDA - ME;Porto Alegre;RSBL000024;SINALNET;BL;130;0;0638/2016/DC/4600;05/08/2016;Contrato;;4770/054/2016;;RSSPS0TR001;desconhecido;R$ 0,00 ;00/00/0000;instalação;pend. implantação;"08/08/2016 - Solicitado a liberação do AS.
08/08/2016 - Encaminhada OS e VTA para a Engenharia."
SINERGY NOVAS MÍDIAS LTDA;Porto Alegre;RSAC000014;SINERGY;AC;10;10;0392/2016/DC/4600;16/05/2016;Contrato;07/07/2016;4770/026/2016;;RSPAE0PM001;desconhecido;R$ 1.200,00 ;00/00/0000;operação;ativado;07/07/2016 - Cliente ativado.
SKORPION SISTEMA DE TELECOM LTDA;;PABL000013;SKORPIONET;BL;1000;1000;01270/2014/DC/4600;29/08/2014;Contrato;03/11/2014;;;PAMBA0PP002;PAMBA0PC002;R$ 53.000,00 ;00/00/0000;operação;upgrade;
SKY BRASIL SERVIÇOS LTDA;;AMAC000003;SKY MANAUS;AC;2000;0;01742/2015/DC/4500;23/06/2015;Contrato;30/06/2015;;;AMMNS0PM007;AMMNS0TC016;R$ 195.629,23 ;00/00/0000;desativado;desativado;05/01 - Desativação de Circuito. Será mantida a infra e conexões, para ativação de outro circuito L2 (Brasília-Manaus)
SKY BRASIL SERVIÇOS LTDA;;AML2000007;SKY MANAUS-BRASILIA;L2;4000;4000;0011/2016/DC/4600;05/01/2016;Contrato;12/01/2016;;;AMMNS0PM007;DFBSA0PP004;R$ 73.205,66 ;15/01/2016;operação;mudança de configuração;"23/05/16 - Executada com sucesso
16/05/16 - Mudança de configuração, inclusão de V-LAN. Agendada alteração para 19/04 as 02h (manhã).

Alteração é para viabilizar a ativação do circuito de Cuiabá na ponta de BSA"
SKY BRASIL SERVIÇOS LTDA;;BAAC000002;SKY SALVADOR;AC;2000;500;0500/2013/4400/4600;03/07/2013;Contrato;23/10/2013;;;BACCN0PP001;BACCN0PP001;R$ 122.779,78 ;00/00/0000;operação;mudança de configuração;"15/07/2016 - Alteração de ASN
ASN antigo do cliente: 262849

ASN novo do Cliente: 11338
IPv4: 177.13/16, 177.55.0/19, 191.253.128/18 e 200.196.96/19
IPv6: 2804:e30::/32 e 2804:15f8::/32"
SKY BRASIL SERVIÇOS LTDA;;BAL2000018;SKY SALVADOR-ITABUNA;L2;100;0;01845/2015/DC/4600;21/08/2015;Contrato;;;;BASDR0PM001;BAITB0TR001;R$ 15.857,19 ;22/10/2015;cancelado;cancelado;04/02/2016 - Recebida OS de Cancelamento de Ativação do circuito.
SKY BRASIL SERVIÇOS LTDA;;DFAC000001;SKY BRASÍLIA;AC;4500;0;00122/2012/DC/4400/4600;21/08/2012;Contrato;29/09/2011;;;DFBSA0PP004;DFBSA0PP004;R$ 302.084,09 ;00/00/0000;desativado;desativado;05/01 - Desativação de Circuito. Será mantida a infra e conexões, para ativação de outro circuito L2 (Brasília-Manaus)
SKY BRASIL SERVIÇOS LTDA;;MAAC000001;SKY SÃO LUÍS;AC;2000;1000;01741/2015/DC/4500;23/06/2015;Contrato;12/08/2015;;;MASLS0PP001;desconhecido;R$ 187.497,46 ;15/07/2015;operação;mudança de configuração;"15/07/2016 - Alteração de ASN
ASN antigo do cliente: 262849

ASN novo do Cliente: 11338
IPv4: 177.13/16, 177.55.0/19, 191.253.128/18 e 200.196.96/19
IPv6: 2804:e30::/32 e 2804:15f8::/32"
SKY BRASIL SERVIÇOS LTDA;;MTL2000005;SKY CUIABA-PORTO VELHO;TX;1024;0;01832/2015/DC/4600;14/08/2015;Contrato;;;;MTCBA0PP001;ROPVO0PM002;R$ 61.385,49 ;06/10/2015;cancelado;cancelado;04/02/2016 - Recebida OS de Cancelamento de Ativação do circuito.
SKY BRASIL SERVIÇOS LTDA;;MTL2000009;SKY CUIABÁ-BRASÍLIA;L2;3000;3000;0121/2016/DC/4600;17/02/2016;Contrato;25/05/2016;;;MTCBA0PP001;DFBSA0PP004;R$ 30.000,00 ;15/03/2016;operação;ativado;25/05/2016 - Concluída a ativação com a validação do cliente.
SKY BRASIL SERVIÇOS LTDA;;RNAC000003;SKY NATAL;AC;2500;1000;0510/2013/4400/4600;12/07/2013;Contrato;23/10/2013;;;RNNTL0PP002;RNNTL0TC005;R$ 200.800,28 ;00/00/0000;operação;mudança de configuração;"15/07/2016 - Alteração de ASN
ASN antigo do cliente: 262849

ASN novo do Cliente: 11338
IPv4: 177.13/16, 177.55.0/19, 191.253.128/18 e 200.196.96/19
IPv6: 2804:e30::/32 e 2804:15f8::/32"
SM NET LTDA  ME;;ESBL000009;SM NET;BL;200;0;0199/2016/DC/4600;18/03/2016;Contrato;;;;ESSMT0PP001;desconhecido;R$ 7.368,64 ;11/04/2016;cancelado;cancelado;24/05/2016 - Pedido de cancelamento do circuito do cliente
SMA NETWORKS INFORMÁTICA LTDA ME;;SPBL000001;SMA NETWORK;BL;170;170;034/2012/DC/4600;02/03/2012;Contrato;01/08/2012;;;SPIVR0PP001;SPIVR0TR001;R$ 7.466,92 ;00/00/0000;operação;upgrade;07/07/2016 - Ampliação para 170 Mbps
SOCIEDADE NÚCLEO DE APOIO À PRODUÇÃO E EXPORTAÇÃO DE SOFTWARE DO RIO DE JANEIRO;N/A;RJBL000001;RIOSOFT;BL;100;0;0138/2016/DC/4600;27/04/2016;Contrato;23/06/2016;;;RJRJO0PM012;desconhecido;R$ 7.000,00 ;00/00/0000;desativado;desativado;"10/08/2016 - Encerrado o processo de desativação.
01/08/2016 - Aberta a ocorrência para desativação do cliente e liberação das facilidades junto as engenharias de backbone e backhaul.
01/08/2016 - Encaminhado email para a Engenharia de Acesso solicitando a desativação do EILD.
01/08/2016 - Desativação do circuito."
SP TELECOMUNICAÇÕES LTDA - ME;Brasília;TOBL000033;SP TELECOMUNICAÇÕES;BL;260;260;1857/2015/DC/4600;03/09/2015;Contrato;03/11/2015;4730/009/2015;2;TOGUI0PP001;desconhecido;R$ 18.231,00 ;00/00/0000;operação;upgrade;25/02/2016 - Ampliação de banda de 200 para 260 Mbps.
SPEED PLANET TELECOMUNICAÇÕES LTDA;;ESBL000005;SPEED PLANET;BL;400;400;2025/2015/DC/4600;02/12/2015;Contrato;29/02/2016;;;ESSMT0PP001;ESSMT0TR001;R$ 7.368,00 ;00/00/0000;operação;upgrade;"01/08/2016 - Ampliação de 200 para 400 Mbps realizada e validada pelo cliente
17/03/2016 - Necessário esperar a mudança do cliente da ETR para o POP"
SPEEDCONNECT- TECNOLOGIA E EQUIPAMENTOS;;MABL000005;SPEEDCONNECT;BL;200;0;055/2013/DC/4600;05/04/2012;Contrato;09/04/2013;;;MAITZ0TR001;MAITZ0TR005;R$ 20.173,50 ;00/00/0000;bloqueado;bloqueado;19/07/2016 - Bloqueio a pedido da área de arrecadação.
SPEEDNET LTDA - EPP;;PABL000033;SPEEDNET LTDA;BL;50;0;0243/2016/DC/4600;04/04/2016;Contrato;;;;PABCN0PP001;desconhecido;R$ 4.100,00 ;04/05/2016;instalação;pend. cliente;"02/08/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras desde 26/04.
19/07/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras desde 26/04.
11/07/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras desde 26/04.
20/06/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras desde 26/04.
14/06/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras desde 26/04.
07/06/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras desde 26/04.
31/05/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras desde 26/04.
24/05/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras desde 26/04.
11/05/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras desde 26/04.
03/05/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras desde 26/04.
26/04/2016 - Aguardando cliente concluir o lançamento de FO até a estação Telebras. 19/04/2016 - Cliente não conseguiu realizar as fusões. Em reagendamento de nova data. 12/04/2016 - Cliente não conseguiu realizar as fusões. Em reagendamento de nova data."
