designacao;cliente;descricao;regional;tipo_servico;banda_contratada;banda_ativada;os_ativacao;data_os;tipo_os;data_ativacao;contrato;aditivo;estacaoA;ufA;estacaoB;ufB;valor;previsao;status;ultimo_evento
ROBL000001;RONDONTECH TELECOM LTDA - EPP;RONDONTECH TELECOM;;BL;100;0;01616/2015/DC/4600;2015-03-26;Contrato;2015-05-05;;;ROPVO0PM002;RO;;;12500.00;2016-01-01;bloqueado;bloqueado
RSP2ES0005;RTC INTERNET VIA RÁDIO LTDA;RTC INTERNET;Porto Alegre;P2;200;200;0443/2016/DC/4600;2016-06-01;Contrato;2016-04-01;4770/013/2016;;RSSVC0PP001;RS;RSPAE0PM003;RS;5000.00;2016-06-01;operação;ativado
RSBL000023;SAFEWEB SEGURANÇA DA INFORMAÇÃO LTDA;SAFEWEB;Porto Alegre;BL;100;100;0468/2016/DC/4600;2016-06-03;Contrato;2016-06-20;4770/034/2016;;RSPAE0PM003;RS;;;2400.00;2016-06-18;operação;ativado
TOBL000042;SANNRES TELECOMUNICACOES LTDA - ME;ASA TELECOM;;BL;80;80;01785/2015/DC/4600;2015-07-16;Contrato;2015-09-02;;;TOCGO0TR001;TO;;;8400.00;2015-08-30;operação;upgrade
GOBL000035;SANTINA E ALBERTINA LTDA - ME;SANTINA E ALBERTINA  (MEGA TURBO);;BL;10;0;01970/2015/DC/4600;2015-11-09;Contrato;2016-01-01;;;GONQA0PP001;GO;;;1667.80;2015-11-30;cancelado;cancelado
PABL000024;SÃO MIGUEL TELECOMUNICAÇÕES E INFORMÁTICA LTDA - ME;NEVOLI TELECOMUNICAÇÕES;;BL;500;500;02046/2015/DC/4600;2015-12-16;Contrato;2016-02-25;;;PASID0PP002;PA;;;41000.00;2016-01-27;operação;downgrade
GOBL000023;SBRUSSI E SBRUSSI LTDA - ME;SBRUSSI E SBRUSSI;Brasília;BL;500;500;0519/2013/DC/4600;2013-08-15;Contrato;2013-12-06;4500-027/2013;1;GOCON0PP001;GO;GOCON0PP001;GO;40330.00;2016-01-01;operação;upgrade
GOBL000030;SBRUSSI E SBRUSSI LTDA - ME;SBRUSSI E SBRUSSI;Brasília;BL;200;0;01709/2015/DC/4600;2015-06-08;Contrato;2016-01-01;;;GOCON0PP001;GO;;;16132.00;2016-01-01;cancelado;cancelado
DFAC000043;SECRETARIA DE AVIACAO CIVIL;SAC;;AC;30;30;01870/2015/DC/4600;2015-08-06;Contrato;2015-09-14;;;DFBSA0PP004;DF;DFBSA0TC083;DF;3794.24;2015-09-05;operação;ativado
ALL2000012;SERPRO;SERPRO - MCO-AJU;N/A;L2;30;0;0205/2016/DC/4600;2016-03-22;Contrato;2016-01-01;;;ALMCO0TR002;AL;SENRO0PP001;SE;5918.35;2016-08-29;instalação;em ativação
DFAC000042;SERPRO;SERPRO - BRASILIA;N/A;AC;4000;0;056/2015/DC/4600;2015-07-20;Oportunidade;2016-01-01;;;DFBSA0PP004;DF;;;239540.00;2015-10-05;cancelado;cancelado
DFL2000031;SERPRO;SERPRO - BSA-PVO;N/A;L2;30;30;0209/2016/DC/4600;2016-03-22;Contrato;2016-06-21;;;DFBSA0PM012;DF;ROPVO0PM002;RO;12714.60;2016-07-24;operação;ativado
DFL2000032;SERPRO;SERPRO - BSA-BHE;N/A;L2;2000;0;060/2015/DC/4600;2015-07-20;Oportunidade;2016-01-01;;;;DF;;;127300.98;2015-10-05;cancelado;cancelado
MGAC000003;SERPRO;SERPRO - BELO HORIZONTE;N/A;AC;300;0;055/2015/DC/4600;2015-07-20;Oportunidade;2016-01-01;;;MGBHE0PM004;MG;;;24884.00;2015-10-05;cancelado;cancelado
MGL2000029;SERPRO;SERPRO - BHE-VTA;N/A;L2;30;30;0204/2016/DC/4600;2016-03-22;Contrato;2016-07-01;;;MGBHE0PM004;MG;ESSEA0PP002;ES;5835.49;2016-01-01;operação;ativado
PAAC000001;SERPRO;SERPRO - BELEM;N/A;AC;300;0;054/2015/DC/4600;2015-07-20;Oportunidade;2016-01-01;;;PABLM0PP001;PA;;;24884.00;2015-10-15;cancelado;cancelado
PAL2000002;SERPRO;SERPRO - BLM-MNS;N/A;L2;50;0;059/2015/DC/4600;2015-07-20;Oportunidade;2016-01-01;;;;PA;;;8099.81;2015-10-15;cancelado;cancelado
PAL2000003;SERPRO;SERPRO - BSA-BLM;N/A;L2;300;0;061/2015/DC/4600;2015-07-20;Oportunidade;2016-01-01;;;;PA;;;24059.00;2015-10-15;cancelado;cancelado
PAL2000010;SERPRO;SERPRO - BLM-SLS;N/A;L2;50;0;0207/2016/DC/4600;2016-01-29;Contrato;2016-01-01;;;;PA;;;10159.38;2016-06-15;instalação;em ativação
PAL2000013;SERPRO;SERPRO - BLM-BVA;N/A;L2;30;0;0208/2016/DC/4600;2016-01-29;Contrato;2016-01-01;;;;PA;;;14979.43;2016-07-25;instalação;pend. implantação
PEL2000006;SERPRO;SERPRO - RCE-MCO;N/A;L2;30;0;0206/2016/DC/4600;2016-03-22;Contrato;2016-01-01;;;PERCE0PP001;PE;ALMCO0TR002;AL;10251.21;2016-08-29;instalação;agendado
RJAC000009;SERPRO;SERPRO - RIO DE JANEIRO;N/A;AC;1000;0;058/2015/DC/4600;2015-07-20;Oportunidade;2016-01-01;;;RJRJO0PM002;RJ;;;74239.65;2015-11-03;cancelado;cancelado
RJL2000011;SERPRO;SERPRO - RJO-BHE;N/A;L2;2000;0;063/2015/DC/4600;2015-07-20;Oportunidade;2016-01-01;;;;RJ;;;127300.98;2015-11-03;cancelado;cancelado
RSAC000002;SERPRO;SERPRO - PORTO ALEGRE;N/A;AC;300;0;057/2015/DC/4600;2015-07-20;Oportunidade;2016-01-01;;;RSPAE0PM002;RS;;;24884.00;2015-10-18;cancelado;cancelado
SCL2000002;SERPRO;SERPRO - FNS-PAE;N/A;L2;200;0;0212/2016/DC/4600;2016-01-29;Contrato;2016-01-01;;;;SC;;;11873.11;2016-07-25;instalação;pend. implantação
SPL2000001;SERPRO;SERPRO - SPO-PMJ;N/A;L2;30;0;0210/20016/DC/4600;2016-02-03;Contrato;2016-01-01;;;SPBRE0PP001;SP;TOPMJ0TR001;TO;14979.43;2016-08-19;instalação;pend. implantação
SPL2000017;SERPRO;SERPRO - SPO-CPE;N/A;L2;30;0;0211/2016/DC/4600;2016-01-29;Contrato;2016-01-01;;;;SP;;;14979.43;2016-07-25;instalação;pend. implantação
ACL3000003;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - RIO BRANCO;Governo;L3;20;0;0317/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;ACRBO0PP001;AC;;;4515.75;2016-07-14;instalação;pend. implantação
ALL3000002;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - MACEIO;Governo;L3;20;0;0318/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;ALMCO0TR002;AL;;;4515.75;2016-07-27;instalação;pend. implantação
AML3000005;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - MANAUS;Governo;L3;20;0;0319/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;AMMNS0PM007;AM;;;3569.00;2016-07-23;instalação;pend. implantação
APL3000007;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - MACAPA;Governo;L3;20;0;0306/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;APMPA0PP003;AP;;;8353.00;2016-11-22;instalação;pend. implantação
BAL3000002;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - SALVADOR;Governo;L3;20;0;0307/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;BASDR0PM001;BA;;;3916.00;2016-07-23;instalação;pend. implantação
CEL3000002;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - FORTALEZA;Governo;L3;20;0;0308/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;CEMCW0PP001;CE;;;4515.75;2016-07-22;instalação;pend. implantação
DFAC000040;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE 515 NORTE;Governo;AC;300;100;01774/2015/DC/4600;2015-07-08;Contrato;2015-09-30;;;DFBSA0PP001;DF;;;26373.18;2015-09-24;operação;downgrade
DFAC000041;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE 605 SUL;Governo;AC;300;300;01775/2015/DC/4600;2015-07-08;Contrato;2015-09-18;;;DFBSA0PP001;DF;;;26373.18;2015-09-24;operação;ativado
DFL3000031;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - BRASILIA;Governo;L3;20;0;0309/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;DFBSA0PP001;DF;;;3948.46;2016-08-04;instalação;pend. implantação
DFL3000032;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - BRASILIA 605S;Governo;L3;250;250;0216/2016/DC/4600;2016-05-04;Contrato;2016-06-24;;;DFBSA0PP004;DF;;;11550.00;2016-08-04;operação;ativado
DFL3000033;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - BRASILIA 515N;Governo;L3;20;0;0316/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;DFBSA0PM007;DF;;;3948.46;2016-07-15;instalação;em ativação
ESL3000001;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - VITORIA;Governo;L3;20;0;0310/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;ESVTA0PM001;ES;;;3916.00;2016-07-14;instalação;pend. implantação
GOL3000004;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - GOIANIA;Governo;L3;20;0;0311/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;GOGNA0TR001;GO;;;4515.75;2016-07-14;instalação;pend. implantação
MAL3000003;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - SAO LUIS;Governo;L3;20;0;0312/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;MASLS0PP001;MA;;;3916.00;2016-07-27;instalação;pend. implantação
MGL3000010;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - BELO HORIZONTE;Governo;L3;20;0;0313/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;;MG;;;5113.00;2016-07-14;instalação;pend. implantação
MSL3000001;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - CAMPO GRANDE;Governo;L3;20;0;0314/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;;MS;;;8733.00;2016-08-22;instalação;pend. implantação
MTL3000005;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - CUIABA;Governo;L3;20;0;0329/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;MTCBA0PP001;MT;;;3916.00;2016-07-22;instalação;pend. implantação
PAL3000004;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - BELEM;Governo;L3;20;0;0327/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;;PA;;;3916.00;2016-07-14;instalação;pend. implantação
PBL3000003;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - JOAO PESSOA;Governo;L3;20;0;0288/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;;PB;;;4515.75;2016-07-14;instalação;pend. implantação
PEL3000006;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - RECIFE;Governo;L3;20;0;0289/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;PERCE0PP001;PE;;;4515.75;2016-07-14;instalação;pend. implantação
PIL3000002;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - TERESINA;Governo;L3;20;0;0290/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;PITSA0PP001;PI;;;5113.00;2016-07-22;instalação;pend. implantação
PRL3000002;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - CURITIBA;Governo;L3;20;0;0291/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;PRCTA0TC001;PR;;;5113.00;2016-07-21;instalação;pend. implantação
RJL3000008;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - TIRADENTES;Governo;L3;20;20;0293/2016/DC/4600;2016-05-04;Contrato;2016-06-27;;;RJRJO0PM012;RJ;;;0.00;2016-08-22;operação;ativado
RJL3000009;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - CENTRO;Governo;L3;20;20;0292/2016/DC/4600;2016-05-04;Contrato;2016-07-01;;;RJRJO0PM012;RJ;;;5113.00;2016-08-22;operação;ativado
RNL3000002;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - NATAL;Governo;L3;20;0;0328/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;RNNTL0PP002;RN;;;3916.00;2016-07-27;instalação;pend. implantação
ROL3000003;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - PORTO VELHO;Governo;L3;20;0;0295/2016DC/4600;2016-05-04;Contrato;2016-01-01;;;ROPVO0PM002;RO;;;3744.00;2016-07-24;instalação;pend. implantação
RRL3000001;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - BOA VISTA;Governo;L3;20;0;0296/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;;RR;;;8353.00;2017-02-22;instalação;pend. implantação
RSL3000003;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - PORTO ALEGRE;Governo;L3;20;0;0297/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;RSPAE0PM002;RS;;;5113.00;2016-08-01;instalação;pend. implantação
SCL3000003;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - FLORIANOPOLIS;Governo;L3;20;0;0298/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;;SC;;;5113.00;2016-07-14;instalação;pend. implantação
SEL3000003;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - ARACAJU;Governo;L3;20;0;0299/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;SESCV0TR001;SE;;;5113.00;2016-07-15;instalação;pend. implantação
SPL3000006;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - PARAÍSO;Governo;L3;20;0;0300/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;;SP;;;5113.00;2016-08-22;instalação;pend. implantação
SPL3000007;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - AV.PAULISTA;Governo;L3;20;0;0301/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;SPGRS0PP001;SP;;;5113.00;2016-08-22;instalação;pend. implantação
TOL3000005;SERVIÇO BRASILEIRO DE APOIO ÀS MICRO E PEQUENAS EMPRESAS;SEBRAE - PALMAS;Governo;L3;20;0;0287/2016/DC/4600;2016-05-04;Contrato;2016-01-01;;;TOPMJ0TR001;TO;;;4515.75;2016-07-15;instalação;pend. implantação
TOBL000014;SERVIÇOS DE COMUNICAÇÕES LTDA;MUITO MAIS;Brasília;BL;100;100;0144/2012/DC/4600;2013-02-26;Contrato;2013-07-23;4500/127/2012;1;TOARN0PP001;TO;TOARN0TR010;TO;11250.00;2016-01-01;operação;alteração para AS
TOBL000005;SETE TELECOM LTDA;7CON (ANTIGA AMÉRICA TELECOM);;BL;0;0;09/04/13 - Cliente Altero;2016-01-01;Contrato;2012-09-18;;;TOCGO0PP001;TO;TOCGO0PP001;TO;0.00;2016-01-01;desativado;desativado
RSBL000010;SILVEIRA & ZIQUINATTI LTDA;SILVEIRA & ZIQUINATTI;;BL;100;100;0025/2016/DC/4600;2016-01-12;Contrato;2016-03-01;;;;RS;;;5359.00;2016-03-11;operação;ativado
RSP2000004;SILVEIRA & ZIQUINATTI LTDA;SILVEIRA & ZIQUINATTI SÃO LUIZ GONZAGA-BARUERI;;P2;100;0;0151/2016/DC/4600;2016-02-29;Contrato;2016-01-01;;;;RS;;;3100.00;2016-05-02;instalação;pend. implantação
RSP2ES0004;SILVEIRA & ZIQUINATTI LTDA;SILVEIRA & ZIQUINATTI;;P2;200;200;0442/2016/DC/4600;2016-06-01;Contrato;2016-04-01;4770/015/2016;;RSGTI0PP002;RS;RSPAE0PM003;RS;5146.00;2016-06-01;operação;ativado
ESBL000002;SIMONET PROVIDER TELECOMUNICAÇÕES LTDA - ME ;SIMONET PROVIDER;;BL;300;300;01617/2015/DC/4760;2015-03-27;Contrato;2015-08-21;;;ESSMT0PP001;ES;;;14349.00;2015-04-30;operação;upgrade
RSAC000014;SINERGY NOVAS MÍDIAS LTDA;SINERGY;Porto Alegre;AC;10;0;0392/2016/DC/4600;2016-05-16;Contrato;2016-01-01;;;RSPAE0PM001;RS;;;1200.00;2016-06-30;instalação;agendado
PABL000013;SKORPION SISTEMA DE TELECOM LTDA;SKORPIONET;;BL;1000;1000;01270/2014/DC/4600;2014-08-29;Contrato;2014-11-03;;;PAMBA0PP002;PA;PAMBA0PC002;PA;53000.00;2016-01-01;operação;upgrade
AMAC000003;SKY BRASIL SERVIÇOS LTDA;SKY MANAUS;;AC;2000;0;01742/2015/DC/4500;2015-06-23;Contrato;2015-06-30;;;AMMNS0PM007;AM;AMMNS0TC016;AM;195629.23;2016-01-01;desativado;desativado
AML2000007;SKY BRASIL SERVIÇOS LTDA;SKY MANAUS-BRASILIA;;L2;4000;4000;0011/2016/DC/4600;2016-01-05;Contrato;2016-01-12;;;AMMNS0PM007;AM;DFBSA0PP004;DF;73205.66;2016-01-15;operação;mudança de configuração
BAAC000002;SKY BRASIL SERVIÇOS LTDA;SKY SALVADOR;;AC;2000;500;0500/2013/4400/4600;2013-07-03;Contrato;2013-10-23;;;BACCN0PP001;BA;BACCN0PP001;BA;122779.78;2016-01-01;operação;downgrade
BAL2000018;SKY BRASIL SERVIÇOS LTDA;SKY SALVADOR-ITABUNA;;L2;100;0;01845/2015/DC/4600;2015-08-21;Contrato;2016-01-01;;;BASDR0PM001;BA;BAITB0TR001;BA;15857.19;2015-10-22;cancelado;cancelado
DFAC000001;SKY BRASIL SERVIÇOS LTDA;SKY BRASÍLIA;;AC;4500;0;00122/2012/DC/4400/4600;2012-08-21;Contrato;2011-09-29;;;DFBSA0PP004;DF;DFBSA0PP004;DF;302084.09;2016-01-01;desativado;desativado
MAAC000001;SKY BRASIL SERVIÇOS LTDA;SKY SÃO LUÍS;;AC;2000;1000;01741/2015/DC/4500;2015-06-23;Contrato;2015-08-12;;;MASLS0PP001;MA;;;187497.46;2015-07-15;operação;downgrade
MTL2000005;SKY BRASIL SERVIÇOS LTDA;SKY CUIABA-PORTO VELHO;;TX;1024;0;01832/2015/DC/4600;2015-08-14;Contrato;2016-01-01;;;MTCBA0PP001;MT;ROPVO0PM002;RO;61385.49;2015-10-06;cancelado;cancelado
MTL2000009;SKY BRASIL SERVIÇOS LTDA;SKY CUIABÁ-BRASÍLIA;;L2;3000;3000;0121/2016/DC/4600;2016-02-17;Contrato;2016-05-25;;;MTCBA0PP001;MT;DFBSA0PP004;DF;30000.00;2016-03-15;operação;ativado
RNAC000003;SKY BRASIL SERVIÇOS LTDA;SKY NATAL;;AC;2500;1000;0510/2013/4400/4600;2013-07-12;Contrato;2013-10-23;;;RNNTL0PP002;RN;RNNTL0TC005;RN;200800.28;2016-01-01;operação;downgrade
ESBL000009;SM NET LTDA  ME;SM NET;;BL;200;0;0199/2016/DC/4600;2016-03-18;Contrato;2016-01-01;;;ESSMT0PP001;ES;;;7368.64;2016-04-11;cancelado;cancelado
SPBL000001;SMA NETWORKS INFORMÁTICA LTDA ME;SMA NETWORK;;BL;100;100;034/2012/DC/4600;2012-03-02;Contrato;2012-08-01;;;SPIVR0PP001;SP;SPIVR0TR001;SP;7466.92;2016-01-01;operação;upgrade
RJBL000001;SOCIEDADE NÚCLEO DE APOIO À PRODUÇÃO E EXPORTAÇÃO DE SOFTWARE DO RIO DE JANEIRO;RIOSOFT;N/A;BL;100;100;0138/2016/DC/4600;2016-04-27;Contrato;2016-06-23;;;RJRJO0PM012;RJ;;;7000.00;2016-01-01;operação;ativado
TOBL000033;SP TELECOMUNICAÇÕES LTDA - ME;SP TELECOMUNICAÇÕES;Brasília;BL;260;260;1857/2015/DC/4600;2015-09-03;Contrato;2015-11-03;4730/009/2015;2;TOGUI0PP001;TO;;;18231.00;2016-01-01;operação;upgrade
ESBL000005;SPEED PLANET TELECOMUNICAÇÕES LTDA;SPEED PLANET;;BL;200;200;2025/2015/DC/4600;2015-12-02;Contrato;2016-02-29;;;ESSMT0PP001;ES;ESSMT0TR001;ES;7368.00;2015-12-15;operação;mudança de configuração
MABL000005;SPEEDCONNECT- TECNOLOGIA E EQUIPAMENTOS;SPEEDCONNECT;;BL;200;150;055/2013/DC/4600;2012-04-05;Contrato;2013-04-09;;;MAITZ0TR001;MA;MAITZ0TR005;MA;20173.50;2016-01-01;operação;mudança de configuração
PABL000033;SPEEDNET LTDA - EPP;SPEEDNET LTDA;;BL;50;0;0243/2016/DC/4600;2016-04-04;Contrato;2016-01-01;;;PABCN0PP001;PA;;;4100.00;2016-05-04;instalação;pend. cliente
TOBL000022;SSPNET COMERCIO DE EQUIPAMENTOS DE TELEINFORMATICA LTDA - EPP;SSPNET PALMAS;Brasília;BL;1000;1000;0630/2012/DC/4600;2013-08-19;Contrato;2013-10-01;0031/4500/2013;1;TOPMJ0TR001;TO;TOPMJ0TR001;TO;58020.00;2016-01-01;operação;upgrade
TOBL000012;SSPNET Teleinformática;SSPNET PARAÍSO TO;;BL;0;0;;2013-02-25;Contrato;2013-03-06;;;TOPIT0TR001;TO;TOPIT0TR001;TO;0.00;2016-01-01;desativado;desativado
ACBL000004;STAFF COMPUTER LTDA;STAFF COMPUTER;Brasília;BL;100;40;OS - 01273/2014/DC/4600;2014-10-21;Contrato;2015-10-14;4730-037/2014;;ACRBO0PP001;AC;;;5168.80;2016-01-01;operação;upgrade
GOBL000036;STATUS EQUIPAMENTOS DE TELECOMUNICAÇÕES LTDA;STATUS EQUIPAMENTOS;Brasília;BL;200;200;2047/2015/DC/4600;2015-12-16;Contrato;2016-05-30;4730/041/2015;1;GOJTI0PP001;GO;;;12599.00;2016-01-01;operação;upgrade
MGBL000009;TCF - TELECOMUNICAÇÕES CAMPO FLORIDO LTDA;TCF TELECOM;;BL;400;400;00093/2012/DC/4600;2013-01-15;Contrato;2013-01-29;;;MGPLU0PP001;MG;MGPLU0PP001;MG;23884.00;2016-01-01;operação;mudança de configuração
RSP2ES0001;TCHETURBO PROVEDOR DE INTERNET EIRELI;TCHETURBO;Porto Alegre;P2;1000;1000;0432/2016/DC/4600;2016-05-25;Contrato;2016-04-01;4770/011/2016;;RSSRO0PP001;RS;RSPAE0PM003;RS;16600.00;2016-06-01;operação;ativado
CEPW000001;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;ESCRITÓRIO TELEBRAS - FORTALEZA;;L2;100;100;;2016-01-01;Contrato;2015-09-24;;;CEFLA0PM004;CE;DFBSA0PP001;DF;0.00;2016-01-01;operação;ativado
DFAC000047;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;TELEBRAS - TESTE 1;;AC;1000;1000;01953/2015/Dc/4600;2015-10-28;Contrato;2015-11-17;;;DFBSA0PP004;DF;;;0.00;2016-01-01;operação;ativado
DFAC000048;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;TELEBRAS - TESTE 2;;AC;1000;0;01954/2015/DC/4600;2015-10-28;Contrato;2016-01-01;;;DFBSA0PP004;DF;;;0.00;2016-01-01;cancelado;cancelado
DFAC000053;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;TELEBRAS - Piloto_FNDE_MEC_EC_317;;AC;30;0;0108/2016/DC/4600;2016-02-03;Contrato;2016-01-01;;;DFBSA0PP005;DF;;;0.00;2016-01-01;instalação;pend. comercial
DFAC000054;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;TELEBRAS - Piloto_FNDE_MEC_EC_108;;AC;30;0;0108/2016/DC/4600;2016-02-03;Contrato;2016-01-01;;;DFBSA0PP005;DF;;;0.00;2016-01-01;instalação;pend. comercial
DFBL000024;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;TELEBRAS - CEM ELEFANTE BRANCO;;BL;100;100;0347/2016/DC/4600;2016-05-02;Contrato;2016-05-03;;;DFBSA0PP004;DF;;;0.00;2016-05-04;operação;ativado
DFIT000002;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;TELEBRAS - LAB - BSA;;AC;10;0;Circuito de TEste;2015-02-27;Contrato;2015-02-27;;;DFBSA0PP004;DF;;;0.00;2016-01-01;desativado;desativado
PAPW000001;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;ESCRITÓRIO TELEBRAS - BELÉM;;L2;100;100;Circuito Escritório de Belém;2014-10-27;Contrato;2014-11-06;;;PABLM0PM002;PA;DFBSA0PP001;DF;0.00;2016-01-01;operação;ativado
RJPW000001;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;ESCRITÓRIO TELEBRAS - RJO;;L2;100;100;Ativado pela engenharia;2014-08-01;Contrato;2014-08-29;;;RJRJO0PM002;RJ;DFBSA0PP004;DF;0.00;2016-01-01;operação;ativado
RSAC000010;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;TELEBRAS - FESTA DA UVA;;AC;500;0;02056/DC/4600/2015;2015-12-21;Contrato;2015-12-28;;;RSCSL0TR001;RS;RSCSL0TR001;RS;0.00;2015-12-29;desativado;desativado
RSIT000001;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;TELEBRAS - LAB PAE - TECNOPUC;;AC;10;10;;2013-03-22;Contrato;2013-03-22;;;RSPAE0PM003;RS;;;0.00;2016-01-01;operação;ativado
RSPW000001;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;ESCRITÓRIO TELEBRAS - PORTO ALEGRE;;L2;10;10;;2014-04-10;Contrato;2014-04-23;;;RSPAE0PM002;RS;DFBSA0PP001;DF;0.00;2016-01-01;operação;ativado
SPPW000001;TELECOMUNICACÇÕES BRASILEIRAS S. A. - TELEBRAS;ESCRITÓRIO TELEBRAS - SÃO PAULO;;L2;100;100;;2015-11-10;Contrato;2015-11-10;;;DFBSA0PP001;SP;SPBRE0PM002;SP;0.00;2015-11-10;operação;ativado
GOBL000015;TELECOMUNICAÇÕES ALARCÃO E FERNANDES LTDA - ME;LARCNET;;BL;100;0;137/2012/DC/4600;2013-01-07;Contrato;2013-05-06;;;GORVD0TR001;GO;GORVD0TR006;GO;0.00;2016-01-01;desativado;desativado
